Date,YearMonth,YearMonthNum,Channel,Source,Sessions,ProductViews,AddToCart,Checkout,Purchases,Conv_Session_to_Purchase,Conv_View_to_Cart
2024-03-14,2024-03,202403,Marketplace,Google Ads,353,133,38,29,20,0.0567,0.2857
2024-03-14,2024-03,202403,Marketplace,Facebook Ads,121,66,20,13,11,0.0909,0.303
2024-03-14,2024-03,202403,Marketplace,Email,180,111,21,13,10,0.0556,0.1892
2024-03-15,2024-03,202403,Web,Organic Search,166,87,17,14,12,0.0723,0.1954
2024-03-15,2024-03,202403,Web,Direct,206,80,30,19,12,0.0583,0.375
2024-03-15,2024-03,202403,Web,Google Ads,502,335,89,56,44,0.0876,0.2657
2024-03-15,2024-03,202403,Web,Facebook Ads,299,195,56,41,28,0.0936,0.2872
2024-03-15,2024-03,202403,Web,Email,49,33,9,6,4,0.0816,0.2727
2024-03-15,2024-03,202403,Mobile App,Organic Search,667,258,55,37,27,0.0405,0.2132
2024-03-15,2024-03,202403,Mobile App,Direct,492,280,71,51,37,0.0752,0.2536
2024-03-15,2024-03,202403,Mobile App,Google Ads,697,262,61,44,30,0.043,0.2328
2024-03-15,2024-03,202403,Mobile App,Facebook Ads,482,230,71,47,36,0.0747,0.3087
2024-03-15,2024-03,202403,Mobile App,Email,71,30,6,3,2,0.0282,0.2
2024-03-15,2024-03,202403,Marketplace,Organic Search,190,117,30,22,16,0.0842,0.2564
2024-03-15,2024-03,202403,Marketplace,Direct,450,216,40,25,20,0.0444,0.1852
2024-03-15,2024-03,202403,Marketplace,Google Ads,40,16,4,3,2,0.05,0.25
2024-03-15,2024-03,202403,Marketplace,Facebook Ads,247,158,53,41,24,0.0972,0.3354
2024-03-15,2024-03,202403,Marketplace,Email,317,152,35,29,18,0.0568,0.2303
2024-03-16,2024-03,202403,Web,Organic Search,464,224,69,49,37,0.0797,0.308
2024-03-16,2024-03,202403,Web,Direct,118,70,13,10,7,0.0593,0.1857
2024-03-16,2024-03,202403,Web,Google Ads,572,369,86,59,42,0.0734,0.2331
2024-03-16,2024-03,202403,Web,Facebook Ads,647,445,146,84,64,0.0989,0.3281
2024-03-16,2024-03,202403,Web,Email,240,117,34,18,11,0.0458,0.2906
2024-03-16,2024-03,202403,Mobile App,Organic Search,567,367,74,57,36,0.0635,0.2016
2024-03-16,2024-03,202403,Mobile App,Direct,336,133,41,29,19,0.0565,0.3083
2024-03-16,2024-03,202403,Mobile App,Google Ads,719,272,80,58,50,0.0695,0.2941
2024-03-16,2024-03,202403,Mobile App,Facebook Ads,99,43,12,7,4,0.0404,0.2791
2024-03-16,2024-03,202403,Mobile App,Email,297,158,50,40,29,0.0976,0.3165
2024-03-16,2024-03,202403,Marketplace,Organic Search,83,50,14,8,6,0.0723,0.28
2024-03-16,2024-03,202403,Marketplace,Direct,21,8,2,1,0,0.0,0.25
2024-03-16,2024-03,202403,Marketplace,Google Ads,375,154,28,18,15,0.04,0.1818
2024-03-16,2024-03,202403,Marketplace,Facebook Ads,222,80,26,16,12,0.0541,0.325
2024-03-16,2024-03,202403,Marketplace,Email,149,72,24,17,10,0.0671,0.3333
2024-03-17,2024-03,202403,Web,Organic Search,511,216,77,44,35,0.0685,0.3565
2024-03-17,2024-03,202403,Web,Direct,107,60,18,12,7,0.0654,0.3
2024-03-17,2024-03,202403,Web,Google Ads,282,156,58,45,29,0.1028,0.3718
2024-03-17,2024-03,202403,Web,Facebook Ads,324,218,39,30,19,0.0586,0.1789
2024-03-17,2024-03,202403,Web,Email,247,110,42,25,17,0.0688,0.3818
2024-03-17,2024-03,202403,Mobile App,Organic Search,108,58,16,12,9,0.0833,0.2759
2024-03-17,2024-03,202403,Mobile App,Direct,522,237,86,72,58,0.1111,0.3629
2024-03-17,2024-03,202403,Mobile App,Google Ads,852,493,140,97,73,0.0857,0.284
2024-03-17,2024-03,202403,Mobile App,Facebook Ads,128,63,12,7,5,0.0391,0.1905
2024-03-17,2024-03,202403,Mobile App,Email,61,41,15,10,8,0.1311,0.3659
2024-03-17,2024-03,202403,Marketplace,Organic Search,56,32,11,7,6,0.1071,0.3438
2024-03-17,2024-03,202403,Marketplace,Direct,333,197,42,24,21,0.0631,0.2132
2024-03-17,2024-03,202403,Marketplace,Google Ads,495,215,80,50,42,0.0848,0.3721
2024-03-17,2024-03,202403,Marketplace,Facebook Ads,477,167,32,22,14,0.0294,0.1916
2024-03-17,2024-03,202403,Marketplace,Email,184,76,20,14,11,0.0598,0.2632
2024-03-18,2024-03,202403,Web,Organic Search,703,307,84,65,42,0.0597,0.2736
2024-03-18,2024-03,202403,Web,Direct,609,301,59,47,31,0.0509,0.196
2024-03-18,2024-03,202403,Web,Google Ads,357,130,35,28,17,0.0476,0.2692
2024-03-18,2024-03,202403,Web,Facebook Ads,69,37,7,4,2,0.029,0.1892
2024-03-18,2024-03,202403,Web,Email,118,45,15,8,6,0.0508,0.3333
2024-03-18,2024-03,202403,Mobile App,Organic Search,473,165,61,38,26,0.055,0.3697
2024-03-18,2024-03,202403,Mobile App,Direct,441,183,55,36,24,0.0544,0.3005
2024-03-18,2024-03,202403,Mobile App,Google Ads,342,211,50,30,20,0.0585,0.237
2024-03-18,2024-03,202403,Mobile App,Facebook Ads,771,446,151,114,101,0.131,0.3386
2024-03-18,2024-03,202403,Mobile App,Email,42,24,5,2,1,0.0238,0.2083
2024-03-18,2024-03,202403,Marketplace,Organic Search,238,86,30,20,15,0.063,0.3488
2024-03-18,2024-03,202403,Marketplace,Direct,129,66,12,9,5,0.0388,0.1818
2024-03-18,2024-03,202403,Marketplace,Google Ads,305,203,73,43,28,0.0918,0.3596
2024-03-18,2024-03,202403,Marketplace,Facebook Ads,29,13,2,1,0,0.0,0.1538
2024-03-18,2024-03,202403,Marketplace,Email,330,145,52,40,24,0.0727,0.3586
2024-03-19,2024-03,202403,Web,Organic Search,676,382,128,80,64,0.0947,0.3351
2024-03-19,2024-03,202403,Web,Direct,209,141,48,40,29,0.1388,0.3404
2024-03-19,2024-03,202403,Web,Google Ads,60,40,7,5,3,0.05,0.175
2024-03-19,2024-03,202403,Web,Facebook Ads,676,437,147,117,105,0.1553,0.3364
2024-03-19,2024-03,202403,Web,Email,283,124,40,30,25,0.0883,0.3226
2024-03-19,2024-03,202403,Mobile App,Organic Search,167,79,14,8,5,0.0299,0.1772
2024-03-19,2024-03,202403,Mobile App,Direct,493,313,74,49,43,0.0872,0.2364
2024-03-19,2024-03,202403,Mobile App,Google Ads,525,198,54,33,29,0.0552,0.2727
2024-03-19,2024-03,202403,Mobile App,Facebook Ads,505,224,56,43,32,0.0634,0.25
2024-03-19,2024-03,202403,Mobile App,Email,263,140,52,40,25,0.0951,0.3714
2024-03-19,2024-03,202403,Marketplace,Organic Search,177,91,33,25,21,0.1186,0.3626
2024-03-19,2024-03,202403,Marketplace,Direct,447,186,62,34,22,0.0492,0.3333
2024-03-19,2024-03,202403,Marketplace,Google Ads,407,265,72,52,35,0.086,0.2717
2024-03-19,2024-03,202403,Marketplace,Facebook Ads,173,83,28,18,13,0.0751,0.3373
2024-03-19,2024-03,202403,Marketplace,Email,59,20,4,2,1,0.0169,0.2
2024-03-20,2024-03,202403,Web,Organic Search,327,225,43,27,18,0.055,0.1911
2024-03-20,2024-03,202403,Web,Direct,419,273,69,47,37,0.0883,0.2527
2024-03-20,2024-03,202403,Web,Google Ads,909,329,60,34,23,0.0253,0.1824
2024-03-20,2024-03,202403,Web,Facebook Ads,72,39,7,5,3,0.0417,0.1795
2024-03-20,2024-03,202403,Web,Email,379,239,89,52,42,0.1108,0.3724
2024-03-20,2024-03,202403,Mobile App,Organic Search,663,405,95,63,48,0.0724,0.2346
2024-03-20,2024-03,202403,Mobile App,Direct,231,108,36,22,13,0.0563,0.3333
2024-03-20,2024-03,202403,Mobile App,Google Ads,108,47,14,9,7,0.0648,0.2979
2024-03-20,2024-03,202403,Mobile App,Facebook Ads,512,206,61,51,44,0.0859,0.2961
2024-03-20,2024-03,202403,Mobile App,Email,160,96,29,20,17,0.1062,0.3021
2024-03-20,2024-03,202403,Marketplace,Organic Search,67,39,11,6,5,0.0746,0.2821
2024-03-20,2024-03,202403,Marketplace,Direct,231,97,24,19,12,0.0519,0.2474
2024-03-20,2024-03,202403,Marketplace,Google Ads,154,96,31,19,11,0.0714,0.3229
2024-03-20,2024-03,202403,Marketplace,Facebook Ads,234,131,41,27,18,0.0769,0.313
2024-03-20,2024-03,202403,Marketplace,Email,21,12,2,1,0,0.0,0.1667
2024-03-21,2024-03,202403,Web,Organic Search,134,53,10,7,5,0.0373,0.1887
2024-03-21,2024-03,202403,Web,Direct,442,304,79,44,27,0.0611,0.2599
2024-03-21,2024-03,202403,Web,Google Ads,379,206,73,54,39,0.1029,0.3544
2024-03-21,2024-03,202403,Web,Facebook Ads,531,320,93,76,59,0.1111,0.2906
2024-03-21,2024-03,202403,Web,Email,83,46,12,9,7,0.0843,0.2609
2024-03-21,2024-03,202403,Mobile App,Organic Search,530,272,73,51,43,0.0811,0.2684
2024-03-21,2024-03,202403,Mobile App,Direct,45,21,4,2,1,0.0222,0.1905
2024-03-21,2024-03,202403,Mobile App,Google Ads,466,213,54,35,26,0.0558,0.2535
2024-03-21,2024-03,202403,Mobile App,Facebook Ads,30,19,6,4,2,0.0667,0.3158
2024-03-21,2024-03,202403,Mobile App,Email,417,163,32,20,15,0.036,0.1963
2024-03-21,2024-03,202403,Marketplace,Organic Search,150,62,23,17,12,0.08,0.371
2024-03-21,2024-03,202403,Marketplace,Direct,216,146,37,31,21,0.0972,0.2534
2024-03-21,2024-03,202403,Marketplace,Google Ads,423,247,86,58,52,0.1229,0.3482
2024-03-21,2024-03,202403,Marketplace,Facebook Ads,490,248,74,51,45,0.0918,0.2984
2024-03-21,2024-03,202403,Marketplace,Email,322,180,66,41,25,0.0776,0.3667
2024-03-22,2024-03,202403,Web,Organic Search,701,388,87,68,41,0.0585,0.2242
2024-03-22,2024-03,202403,Web,Direct,418,280,53,42,30,0.0718,0.1893
2024-03-22,2024-03,202403,Web,Google Ads,129,63,20,13,11,0.0853,0.3175
2024-03-22,2024-03,202403,Web,Facebook Ads,190,128,24,16,10,0.0526,0.1875
2024-03-22,2024-03,202403,Web,Email,446,265,78,60,50,0.1121,0.2943
2024-03-22,2024-03,202403,Mobile App,Organic Search,422,235,85,60,43,0.1019,0.3617
2024-03-22,2024-03,202403,Mobile App,Direct,550,259,65,46,32,0.0582,0.251
2024-03-22,2024-03,202403,Mobile App,Google Ads,844,577,178,133,90,0.1066,0.3085
2024-03-22,2024-03,202403,Mobile App,Facebook Ads,555,387,124,92,78,0.1405,0.3204
2024-03-22,2024-03,202403,Mobile App,Email,357,228,62,42,28,0.0784,0.2719
2024-03-22,2024-03,202403,Marketplace,Organic Search,170,65,21,14,10,0.0588,0.3231
2024-03-22,2024-03,202403,Marketplace,Direct,336,186,59,35,25,0.0744,0.3172
2024-03-22,2024-03,202403,Marketplace,Google Ads,46,18,7,5,3,0.0652,0.3889
2024-03-22,2024-03,202403,Marketplace,Facebook Ads,252,120,33,27,22,0.0873,0.275
2024-03-22,2024-03,202403,Marketplace,Email,93,39,7,4,3,0.0323,0.1795
2024-03-23,2024-03,202403,Web,Organic Search,65,24,4,2,1,0.0154,0.1667
2024-03-23,2024-03,202403,Web,Direct,564,342,105,85,68,0.1206,0.307
2024-03-23,2024-03,202403,Web,Google Ads,502,311,60,34,28,0.0558,0.1929
2024-03-23,2024-03,202403,Web,Facebook Ads,111,45,13,7,5,0.045,0.2889
2024-03-23,2024-03,202403,Web,Email,249,110,32,23,15,0.0602,0.2909
2024-03-23,2024-03,202403,Mobile App,Organic Search,89,35,12,8,5,0.0562,0.3429
2024-03-23,2024-03,202403,Mobile App,Direct,611,343,118,71,47,0.0769,0.344
2024-03-23,2024-03,202403,Mobile App,Google Ads,413,183,37,23,17,0.0412,0.2022
2024-03-23,2024-03,202403,Mobile App,Facebook Ads,502,243,76,56,44,0.0876,0.3128
2024-03-23,2024-03,202403,Mobile App,Email,183,84,23,18,12,0.0656,0.2738
2024-03-23,2024-03,202403,Marketplace,Organic Search,400,155,34,23,14,0.035,0.2194
2024-03-23,2024-03,202403,Marketplace,Direct,122,50,14,11,9,0.0738,0.28
2024-03-23,2024-03,202403,Marketplace,Google Ads,209,126,42,27,22,0.1053,0.3333
2024-03-23,2024-03,202403,Marketplace,Facebook Ads,62,33,7,5,3,0.0484,0.2121
2024-03-23,2024-03,202403,Marketplace,Email,37,24,5,3,2,0.0541,0.2083
2024-03-24,2024-03,202403,Web,Organic Search,420,195,76,62,50,0.119,0.3897
2024-03-24,2024-03,202403,Web,Direct,562,309,92,66,56,0.0996,0.2977
2024-03-24,2024-03,202403,Web,Google Ads,427,253,77,59,35,0.082,0.3043
2024-03-24,2024-03,202403,Web,Facebook Ads,265,103,31,26,23,0.0868,0.301
2024-03-24,2024-03,202403,Web,Email,381,190,34,25,16,0.042,0.1789
2024-03-24,2024-03,202403,Mobile App,Organic Search,322,122,46,38,32,0.0994,0.377
2024-03-24,2024-03,202403,Mobile App,Direct,555,202,56,38,30,0.0541,0.2772
2024-03-24,2024-03,202403,Mobile App,Google Ads,185,91,31,17,10,0.0541,0.3407
2024-03-24,2024-03,202403,Mobile App,Facebook Ads,649,260,83,56,36,0.0555,0.3192
2024-03-24,2024-03,202403,Mobile App,Email,58,37,10,5,3,0.0517,0.2703
2024-03-24,2024-03,202403,Marketplace,Organic Search,396,256,101,69,56,0.1414,0.3945
2024-03-24,2024-03,202403,Marketplace,Direct,38,22,6,5,3,0.0789,0.2727
2024-03-24,2024-03,202403,Marketplace,Google Ads,110,59,19,13,8,0.0727,0.322
2024-03-24,2024-03,202403,Marketplace,Facebook Ads,347,198,46,27,23,0.0663,0.2323
2024-03-24,2024-03,202403,Marketplace,Email,230,113,21,12,7,0.0304,0.1858
2024-03-25,2024-03,202403,Web,Organic Search,188,127,48,34,22,0.117,0.378
2024-03-25,2024-03,202403,Web,Direct,584,245,65,47,38,0.0651,0.2653
2024-03-25,2024-03,202403,Web,Google Ads,636,332,117,72,49,0.077,0.3524
2024-03-25,2024-03,202403,Web,Facebook Ads,59,26,8,5,4,0.0678,0.3077
2024-03-25,2024-03,202403,Web,Email,498,249,62,43,32,0.0643,0.249
2024-03-25,2024-03,202403,Mobile App,Organic Search,686,261,59,36,29,0.0423,0.2261
2024-03-25,2024-03,202403,Mobile App,Direct,167,71,22,13,10,0.0599,0.3099
2024-03-25,2024-03,202403,Mobile App,Google Ads,568,233,71,52,44,0.0775,0.3047
2024-03-25,2024-03,202403,Mobile App,Facebook Ads,73,38,7,5,3,0.0411,0.1842
2024-03-25,2024-03,202403,Mobile App,Email,122,83,15,9,5,0.041,0.1807
2024-03-25,2024-03,202403,Marketplace,Organic Search,266,162,64,37,25,0.094,0.3951
2024-03-25,2024-03,202403,Marketplace,Direct,142,62,13,8,5,0.0352,0.2097
2024-03-25,2024-03,202403,Marketplace,Google Ads,216,136,38,27,17,0.0787,0.2794
2024-03-25,2024-03,202403,Marketplace,Facebook Ads,126,69,12,6,5,0.0397,0.1739
2024-03-25,2024-03,202403,Marketplace,Email,135,90,29,24,16,0.1185,0.3222
2024-03-26,2024-03,202403,Web,Organic Search,110,76,24,16,11,0.1,0.3158
2024-03-26,2024-03,202403,Web,Direct,470,297,84,63,39,0.083,0.2828
2024-03-26,2024-03,202403,Web,Google Ads,628,232,64,45,29,0.0462,0.2759
2024-03-26,2024-03,202403,Web,Facebook Ads,308,172,63,49,33,0.1071,0.3663
2024-03-26,2024-03,202403,Web,Email,438,292,57,44,32,0.0731,0.1952
2024-03-26,2024-03,202403,Mobile App,Organic Search,378,241,95,78,58,0.1534,0.3942
2024-03-26,2024-03,202403,Mobile App,Direct,45,28,9,5,3,0.0667,0.3214
2024-03-26,2024-03,202403,Mobile App,Google Ads,362,162,46,30,23,0.0635,0.284
2024-03-26,2024-03,202403,Mobile App,Facebook Ads,451,280,68,57,48,0.1064,0.2429
2024-03-26,2024-03,202403,Mobile App,Email,270,116,36,20,14,0.0519,0.3103
2024-03-26,2024-03,202403,Marketplace,Organic Search,235,133,35,23,14,0.0596,0.2632
2024-03-26,2024-03,202403,Marketplace,Direct,477,203,61,45,30,0.0629,0.3005
2024-03-26,2024-03,202403,Marketplace,Google Ads,383,206,67,54,46,0.1201,0.3252
2024-03-26,2024-03,202403,Marketplace,Facebook Ads,104,59,13,8,6,0.0577,0.2203
2024-03-26,2024-03,202403,Marketplace,Email,265,100,22,14,11,0.0415,0.22
2024-03-27,2024-03,202403,Web,Organic Search,300,201,57,42,34,0.1133,0.2836
2024-03-27,2024-03,202403,Web,Direct,200,127,34,23,20,0.1,0.2677
2024-03-27,2024-03,202403,Web,Google Ads,194,103,29,18,11,0.0567,0.2816
2024-03-27,2024-03,202403,Web,Facebook Ads,198,70,14,9,6,0.0303,0.2
2024-03-27,2024-03,202403,Web,Email,308,214,46,30,18,0.0584,0.215
2024-03-27,2024-03,202403,Mobile App,Organic Search,157,106,37,30,21,0.1338,0.3491
2024-03-27,2024-03,202403,Mobile App,Direct,373,189,52,32,24,0.0643,0.2751
2024-03-27,2024-03,202403,Mobile App,Google Ads,211,90,33,19,13,0.0616,0.3667
2024-03-27,2024-03,202403,Mobile App,Facebook Ads,72,42,12,9,5,0.0694,0.2857
2024-03-27,2024-03,202403,Mobile App,Email,41,18,6,3,2,0.0488,0.3333
2024-03-27,2024-03,202403,Marketplace,Organic Search,340,150,58,43,34,0.1,0.3867
2024-03-27,2024-03,202403,Marketplace,Direct,456,201,79,52,34,0.0746,0.393
2024-03-27,2024-03,202403,Marketplace,Google Ads,142,49,17,12,9,0.0634,0.3469
2024-03-27,2024-03,202403,Marketplace,Facebook Ads,246,155,37,27,23,0.0935,0.2387
2024-03-27,2024-03,202403,Marketplace,Email,220,103,35,24,20,0.0909,0.3398
2024-03-28,2024-03,202403,Web,Organic Search,471,300,105,79,51,0.1083,0.35
2024-03-28,2024-03,202403,Web,Direct,118,72,20,13,9,0.0763,0.2778
2024-03-28,2024-03,202403,Web,Google Ads,352,205,46,25,22,0.0625,0.2244
2024-03-28,2024-03,202403,Web,Facebook Ads,412,285,65,41,24,0.0583,0.2281
2024-03-28,2024-03,202403,Web,Email,215,101,35,21,14,0.0651,0.3465
2024-03-28,2024-03,202403,Mobile App,Organic Search,373,258,84,59,36,0.0965,0.3256
2024-03-28,2024-03,202403,Mobile App,Direct,415,179,63,45,29,0.0699,0.352
2024-03-28,2024-03,202403,Mobile App,Google Ads,119,62,13,8,7,0.0588,0.2097
2024-03-28,2024-03,202403,Mobile App,Facebook Ads,112,51,11,9,6,0.0536,0.2157
2024-03-28,2024-03,202403,Mobile App,Email,39,22,7,4,3,0.0769,0.3182
2024-03-28,2024-03,202403,Marketplace,Organic Search,375,168,54,43,37,0.0987,0.3214
2024-03-28,2024-03,202403,Marketplace,Direct,33,15,5,3,1,0.0303,0.3333
2024-03-28,2024-03,202403,Marketplace,Google Ads,437,232,92,76,67,0.1533,0.3966
2024-03-28,2024-03,202403,Marketplace,Facebook Ads,226,139,25,21,13,0.0575,0.1799
2024-03-28,2024-03,202403,Marketplace,Email,293,109,34,28,24,0.0819,0.3119
2024-03-29,2024-03,202403,Web,Organic Search,673,456,142,78,56,0.0832,0.3114
2024-03-29,2024-03,202403,Web,Direct,162,108,32,18,11,0.0679,0.2963
2024-03-29,2024-03,202403,Web,Google Ads,493,179,67,56,45,0.0913,0.3743
2024-03-29,2024-03,202403,Web,Facebook Ads,607,242,87,71,48,0.0791,0.3595
2024-03-29,2024-03,202403,Web,Email,424,178,67,41,25,0.059,0.3764
2024-03-29,2024-03,202403,Mobile App,Organic Search,124,66,19,12,7,0.0565,0.2879
2024-03-29,2024-03,202403,Mobile App,Direct,410,227,87,54,42,0.1024,0.3833
2024-03-29,2024-03,202403,Mobile App,Google Ads,398,172,54,38,29,0.0729,0.314
2024-03-29,2024-03,202403,Mobile App,Facebook Ads,432,273,75,46,37,0.0856,0.2747
2024-03-29,2024-03,202403,Mobile App,Email,300,184,56,46,27,0.09,0.3043
2024-03-29,2024-03,202403,Marketplace,Organic Search,88,45,14,10,7,0.0795,0.3111
2024-03-29,2024-03,202403,Marketplace,Direct,89,61,22,12,8,0.0899,0.3607
2024-03-29,2024-03,202403,Marketplace,Google Ads,187,119,30,21,13,0.0695,0.2521
2024-03-29,2024-03,202403,Marketplace,Facebook Ads,446,298,69,50,39,0.0874,0.2315
2024-03-29,2024-03,202403,Marketplace,Email,170,93,29,16,11,0.0647,0.3118
2024-03-30,2024-03,202403,Web,Organic Search,233,146,39,21,14,0.0601,0.2671
2024-03-30,2024-03,202403,Web,Direct,32,15,3,1,0,0.0,0.2
2024-03-30,2024-03,202403,Web,Google Ads,165,76,30,25,15,0.0909,0.3947
2024-03-30,2024-03,202403,Web,Facebook Ads,389,206,79,52,36,0.0925,0.3835
2024-03-30,2024-03,202403,Web,Email,529,346,81,50,32,0.0605,0.2341
2024-03-30,2024-03,202403,Mobile App,Organic Search,392,145,57,35,23,0.0587,0.3931
2024-03-30,2024-03,202403,Mobile App,Direct,276,136,39,22,15,0.0543,0.2868
2024-03-30,2024-03,202403,Mobile App,Google Ads,86,47,14,8,6,0.0698,0.2979
2024-03-30,2024-03,202403,Mobile App,Facebook Ads,75,29,8,5,3,0.04,0.2759
2024-03-30,2024-03,202403,Mobile App,Email,165,95,17,11,9,0.0545,0.1789
2024-03-30,2024-03,202403,Marketplace,Organic Search,163,77,27,15,11,0.0675,0.3506
2024-03-30,2024-03,202403,Marketplace,Direct,369,185,60,33,23,0.0623,0.3243
2024-03-30,2024-03,202403,Marketplace,Google Ads,419,186,36,24,17,0.0406,0.1935
2024-03-30,2024-03,202403,Marketplace,Facebook Ads,351,234,54,34,25,0.0712,0.2308
2024-03-30,2024-03,202403,Marketplace,Email,18,8,3,1,0,0.0,0.375
2024-03-31,2024-03,202403,Web,Organic Search,65,28,6,5,3,0.0462,0.2143
2024-03-31,2024-03,202403,Web,Direct,251,100,33,27,21,0.0837,0.33
2024-03-31,2024-03,202403,Web,Google Ads,361,155,32,23,15,0.0416,0.2065
2024-03-31,2024-03,202403,Web,Facebook Ads,457,166,55,34,21,0.046,0.3313
2024-03-31,2024-03,202403,Web,Email,210,83,16,11,7,0.0333,0.1928
2024-03-31,2024-03,202403,Mobile App,Organic Search,207,104,26,18,11,0.0531,0.25
2024-03-31,2024-03,202403,Mobile App,Direct,90,34,6,3,2,0.0222,0.1765
2024-03-31,2024-03,202403,Mobile App,Google Ads,186,94,19,10,6,0.0323,0.2021
2024-03-31,2024-03,202403,Mobile App,Facebook Ads,102,65,12,7,5,0.049,0.1846
2024-03-31,2024-03,202403,Mobile App,Email,427,288,65,37,22,0.0515,0.2257
2024-03-31,2024-03,202403,Marketplace,Organic Search,120,47,15,12,7,0.0583,0.3191
2024-03-31,2024-03,202403,Marketplace,Direct,316,178,35,28,18,0.057,0.1966
2024-03-31,2024-03,202403,Marketplace,Google Ads,30,16,4,2,1,0.0333,0.25
2024-03-31,2024-03,202403,Marketplace,Facebook Ads,363,131,28,17,15,0.0413,0.2137
2024-03-31,2024-03,202403,Marketplace,Email,15,6,1,0,0,0.0,0.1667
2024-04-01,2024-04,202404,Web,Organic Search,609,322,75,42,35,0.0575,0.2329
2024-04-01,2024-04,202404,Web,Direct,490,289,57,32,20,0.0408,0.1972
2024-04-01,2024-04,202404,Web,Google Ads,826,517,130,80,58,0.0702,0.2515
2024-04-01,2024-04,202404,Web,Facebook Ads,97,56,12,7,5,0.0515,0.2143
2024-04-01,2024-04,202404,Web,Email,520,229,52,42,33,0.0635,0.2271
2024-04-01,2024-04,202404,Mobile App,Organic Search,405,270,63,52,43,0.1062,0.2333
2024-04-01,2024-04,202404,Mobile App,Direct,673,319,115,93,70,0.104,0.3605
2024-04-01,2024-04,202404,Mobile App,Google Ads,576,273,56,45,30,0.0521,0.2051
2024-04-01,2024-04,202404,Mobile App,Facebook Ads,376,159,46,33,19,0.0505,0.2893
2024-04-01,2024-04,202404,Mobile App,Email,206,99,19,12,9,0.0437,0.1919
2024-04-01,2024-04,202404,Marketplace,Organic Search,440,247,94,61,43,0.0977,0.3806
2024-04-01,2024-04,202404,Marketplace,Direct,39,22,4,2,1,0.0256,0.1818
2024-04-01,2024-04,202404,Marketplace,Google Ads,121,73,19,11,7,0.0579,0.2603
2024-04-01,2024-04,202404,Marketplace,Facebook Ads,108,71,26,14,10,0.0926,0.3662
2024-04-01,2024-04,202404,Marketplace,Email,45,29,5,3,2,0.0444,0.1724
2024-04-02,2024-04,202404,Web,Organic Search,59,22,4,2,1,0.0169,0.1818
2024-04-02,2024-04,202404,Web,Direct,569,332,123,71,55,0.0967,0.3705
2024-04-02,2024-04,202404,Web,Google Ads,327,171,40,30,18,0.055,0.2339
2024-04-02,2024-04,202404,Web,Facebook Ads,144,65,12,9,7,0.0486,0.1846
2024-04-02,2024-04,202404,Web,Email,30,19,5,2,1,0.0333,0.2632
2024-04-02,2024-04,202404,Mobile App,Organic Search,282,137,36,30,21,0.0745,0.2628
2024-04-02,2024-04,202404,Mobile App,Direct,697,354,123,91,74,0.1062,0.3475
2024-04-02,2024-04,202404,Mobile App,Google Ads,187,117,36,22,16,0.0856,0.3077
2024-04-02,2024-04,202404,Mobile App,Facebook Ads,404,193,43,29,19,0.047,0.2228
2024-04-02,2024-04,202404,Mobile App,Email,96,48,12,6,4,0.0417,0.25
2024-04-02,2024-04,202404,Marketplace,Organic Search,307,196,45,33,25,0.0814,0.2296
2024-04-02,2024-04,202404,Marketplace,Direct,366,230,59,35,31,0.0847,0.2565
2024-04-02,2024-04,202404,Marketplace,Google Ads,92,54,16,12,7,0.0761,0.2963
2024-04-02,2024-04,202404,Marketplace,Facebook Ads,27,17,4,3,2,0.0741,0.2353
2024-04-02,2024-04,202404,Marketplace,Email,236,137,45,30,23,0.0975,0.3285
2024-04-03,2024-04,202404,Web,Organic Search,429,233,63,46,37,0.0862,0.2704
2024-04-03,2024-04,202404,Web,Direct,763,440,170,142,103,0.135,0.3864
2024-04-03,2024-04,202404,Web,Google Ads,756,314,71,51,32,0.0423,0.2261
2024-04-03,2024-04,202404,Web,Facebook Ads,35,20,6,3,2,0.0571,0.3
2024-04-03,2024-04,202404,Web,Email,210,134,40,24,15,0.0714,0.2985
2024-04-03,2024-04,202404,Mobile App,Organic Search,157,85,19,14,12,0.0764,0.2235
2024-04-03,2024-04,202404,Mobile App,Direct,465,171,44,34,26,0.0559,0.2573
2024-04-03,2024-04,202404,Mobile App,Google Ads,610,305,68,40,24,0.0393,0.223
2024-04-03,2024-04,202404,Mobile App,Facebook Ads,523,259,65,53,39,0.0746,0.251
2024-04-03,2024-04,202404,Mobile App,Email,90,60,18,14,8,0.0889,0.3
2024-04-03,2024-04,202404,Marketplace,Organic Search,474,273,87,56,42,0.0886,0.3187
2024-04-03,2024-04,202404,Marketplace,Direct,270,186,62,43,33,0.1222,0.3333
2024-04-03,2024-04,202404,Marketplace,Google Ads,560,297,85,61,47,0.0839,0.2862
2024-04-03,2024-04,202404,Marketplace,Facebook Ads,219,119,23,14,8,0.0365,0.1933
2024-04-03,2024-04,202404,Marketplace,Email,119,66,21,16,13,0.1092,0.3182
2024-04-04,2024-04,202404,Web,Organic Search,437,199,56,37,23,0.0526,0.2814
2024-04-04,2024-04,202404,Web,Direct,654,406,129,95,63,0.0963,0.3177
2024-04-04,2024-04,202404,Web,Google Ads,408,260,65,44,31,0.076,0.25
2024-04-04,2024-04,202404,Web,Facebook Ads,819,339,76,55,37,0.0452,0.2242
2024-04-04,2024-04,202404,Web,Email,273,175,53,41,28,0.1026,0.3029
