OrderID,OrderDate,ShipDate,YearMonth,YearMonthNum,Country,Region,City,Channel,Source,Campaign,Device,PaymentMethod,Fulfillment,Category,SubCategory,Product,CustomerID,Quantity,UnitPrice,Discount,GrossSales,NetSales,COGS,ShippingFee,Profit,NetProfit,Returned,ReturnQty,ReturnAmount
ECM-20250416-00364,2025-04-16,2025-04-18,2025-04,202504,United States,USA,Chicago,Mobile App,Google Ads,Ramadan Offer,Mobile,Credit Card,3PL Courier A,Books,Non-fiction,Money Sense,CUST-555,4,23.51,0.0,94.04,94.04,61.13,0.5,32.41,32.41,No,0,0.0
ECM-20250214-00365,2025-02-14,2025-02-17,2025-02,202502,Pakistan,West,Karachi,Marketplace,Organic Search,Spring Sale,Desktop,Debit Card,3PL Courier A,Electronics,Smartwatch,TimeOne S,CUST-694,1,252.15,0.05,252.15,239.54,206.76,8.5,24.28,24.28,No,0,0.0
ECM-20241206-00366,2024-12-06,2024-12-08,2024-12,202412,United Arab Emirates,UAE,Dubai,Web,Google Ads,Clearance,Desktop,COD,Own Warehouse,Beauty,Skincare,Vitamin C Serum,CUST-851,1,5.14,0.0,5.14,0.51,2.83,2.26,0.05,-2.27,Yes,1,4.63
ECM-20240908-00367,2024-09-08,2024-09-13,2024-09,202409,United States,USA,New York,Mobile App,Organic Search,Back to School,Mobile,COD,3PL Courier B,Electronics,Smartwatch,ActiveBand X,CUST-123,1,1245.62,0.3,1245.62,871.93,1021.41,10.69,-160.17,-160.17,No,0,0.0
ECM-20250212-00368,2025-02-12,2025-02-17,2025-02,202502,United Kingdom,UK,Manchester,Web,Facebook Ads,Summer Mega,Desktop,Credit Card,3PL Courier A,Electronics,Smartwatch,ActiveBand X,CUST-529,2,478.18,0.0,956.36,526.0,784.22,3.88,168.26,-46.92,Yes,1,430.36
ECM-20240904-00369,2024-09-04,2024-09-05,2024-09,202409,United Kingdom,UK,London,Mobile App,Organic Search,Ramadan Offer,Desktop,Debit Card,Own Warehouse,Electronics,Phones,Galaxy Z Lite,CUST-1133,1,839.42,0.2,839.42,671.54,688.32,7.47,-24.25,-24.25,No,0,0.0
ECM-20240401-00370,2024-04-01,2024-04-06,2024-04,202404,Saudi Arabia,KSA,Jeddah,Mobile App,Organic Search,Clearance,Mobile,Credit Card,3PL Courier A,Home & Kitchen,Cookware,Nonstick Duo,CUST-1087,1,43.74,0.0,43.74,43.74,30.62,1.75,11.37,11.37,No,0,0.0
ECM-20240926-00371,2024-09-26,2024-09-30,2024-09,202409,United Arab Emirates,UAE,Dubai,Mobile App,Organic Search,Ramadan Offer,Mobile,Credit Card,3PL Courier B,Electronics,Phones,Nova X,CUST-874,3,300.57,0.0,901.71,901.71,739.4,2.05,160.26,160.26,No,0,0.0
ECM-20240616-00372,2024-06-16,2024-06-22,2024-06,202406,United Arab Emirates,UAE,Abu Dhabi,Mobile App,Direct,Back to School,Desktop,Credit Card,Own Warehouse,Beauty,Fragrance,Oud Royale,CUST-174,3,65.34,0.1,196.02,123.49,107.81,8.72,59.89,33.42,Yes,1,52.93
ECM-20241029-00373,2024-10-29,2024-11-05,2024-10,202410,United Arab Emirates,UAE,Dubai,Web,Google Ads,Back to School,Desktop,Credit Card,3PL Courier A,Electronics,Smartwatch,FitPulse 3,CUST-1101,1,595.88,0.15,595.88,506.5,488.62,11.47,6.41,6.41,No,0,0.0
ECM-20250317-00374,2025-03-17,2025-03-19,2025-03,202503,United Kingdom,UK,London,Web,Organic Search,Clearance,Desktop,Credit Card,Own Warehouse,Home & Kitchen,Cookware,Steel Pot Set,CUST-413,1,106.81,0.0,106.81,106.81,74.77,0.75,31.29,31.29,No,0,0.0
ECM-20240702-00375,2024-07-02,2024-07-07,2024-07,202407,Saudi Arabia,KSA,Riyadh,Web,Email,Clearance,Desktop,COD,Own Warehouse,Books,Comics,CityGuard,CUST-26,2,14.77,0.05,29.54,28.06,19.2,1.95,6.91,6.91,No,0,0.0
ECM-20250117-00376,2025-01-17,2025-01-19,2025-01,202501,United Arab Emirates,UAE,Sharjah,Web,Direct,Ramadan Offer,Mobile,COD,Own Warehouse,Fashion,Sneakers,RunnerOne,CUST-1222,2,145.13,0.15,290.26,246.72,174.16,8.61,63.95,63.95,No,0,0.0
ECM-20240101-00377,2024-01-01,2024-01-08,2024-01,202401,Pakistan,East,Hyderabad,Web,Organic Search,Spring Sale,Mobile,COD,3PL Courier B,Beauty,Skincare,Vitamin C Serum,CUST-261,4,148.94,0.05,595.76,565.97,327.67,10.4,227.9,227.9,No,0,0.0
ECM-20250316-00378,2025-03-16,2025-03-19,2025-03,202503,Saudi Arabia,KSA,Jeddah,Marketplace,Direct,Back to School,Desktop,Wallet,3PL Courier A,Beauty,Skincare,Vitamin C Serum,CUST-1146,2,137.04,0.2,274.08,219.26,150.74,2.93,65.59,65.59,No,0,0.0
ECM-20240825-00379,2024-08-25,2024-08-26,2024-08,202408,United Kingdom,UK,Leeds,Web,Email,Spring Sale,Mobile,COD,Own Warehouse,Electronics,Phones,Pixelon 12,CUST-1319,2,1107.44,0.0,2214.88,2214.88,1816.2,10.66,388.02,388.02,No,0,0.0
ECM-20240505-00380,2024-05-05,2024-05-08,2024-05,202405,United Arab Emirates,UAE,Abu Dhabi,Mobile App,Organic Search,Summer Mega,Mobile,Credit Card,3PL Courier B,Electronics,Phones,Galaxy Z Lite,CUST-1079,1,938.62,0.15,938.62,797.83,769.67,5.98,22.18,22.18,No,0,0.0
ECM-20241101-00381,2024-11-01,2024-11-04,2024-11,202411,United Kingdom,UK,Leeds,Mobile App,Facebook Ads,Back to School,Mobile,COD,3PL Courier B,Books,Comics,CityGuard,CUST-956,2,41.25,0.05,82.5,78.38,53.62,3.68,21.08,21.08,No,0,0.0
ECM-20240905-00382,2024-09-05,2024-09-08,2024-09,202409,United States,USA,New York,Web,Email,New Arrivals,Desktop,Credit Card,3PL Courier A,Fashion,T-Shirts,Athletic Fit Tee,CUST-178,2,75.2,0.25,150.4,112.8,90.24,3.63,18.93,18.93,No,0,0.0
ECM-20241207-00383,2024-12-07,2024-12-11,2024-12,202412,United States,USA,San Francisco,Mobile App,Direct,Summer Mega,Desktop,Credit Card,3PL Courier A,Home & Kitchen,Vacuum,RoboVac Mini,CUST-1014,4,348.52,0.0,1394.08,1394.08,975.86,0.39,417.83,417.83,No,0,0.0
ECM-20240731-00384,2024-07-31,2024-08-06,2024-07,202407,United Kingdom,UK,Manchester,Web,Organic Search,Clearance,Desktop,COD,Own Warehouse,Electronics,Phones,Nova X,CUST-111,1,1400.77,0.0,1400.77,1400.77,1148.63,19.08,233.06,233.06,No,0,0.0
ECM-20240720-00385,2024-07-20,2024-07-24,2024-07,202407,United Arab Emirates,UAE,Abu Dhabi,Web,Facebook Ads,Spring Sale,Desktop,COD,Own Warehouse,Fashion,Sneakers,RunnerOne,CUST-1250,1,43.73,0.1,43.73,39.36,26.24,2.25,10.87,10.87,No,0,0.0
ECM-20240430-00386,2024-04-30,2024-05-05,2024-04,202404,United States,USA,New York,Mobile App,Organic Search,Back to School,Mobile,COD,3PL Courier A,Beauty,Makeup,Glow Highlighter,CUST-940,1,108.06,0.0,108.06,108.06,59.43,2.28,46.35,46.35,No,0,0.0
ECM-20250809-00387,2025-08-09,2025-08-15,2025-08,202508,United Arab Emirates,UAE,Dubai,Mobile App,Organic Search,Spring Sale,Desktop,Credit Card,Own Warehouse,Home & Kitchen,Cookware,ChefPan 28cm,CUST-1001,4,69.81,0.05,279.24,265.28,195.47,9.55,60.26,60.26,No,0,0.0
ECM-20250105-00388,2025-01-05,2025-01-07,2025-01,202501,United States,USA,Chicago,Web,Direct,Spring Sale,Mobile,Debit Card,Own Warehouse,Beauty,Makeup,Matte Lip,CUST-205,1,111.26,0.05,111.26,105.7,61.19,4.01,40.5,40.5,No,0,0.0
ECM-20240418-00389,2024-04-18,2024-04-21,2024-04,202404,United States,USA,Chicago,Web,Email,Ramadan Offer,Desktop,COD,3PL Courier B,Home & Kitchen,Vacuum,CleanJet V8,CUST-360,1,356.6,0.15,356.6,303.11,249.62,5.65,47.84,47.84,No,0,0.0
ECM-20241130-00390,2024-11-30,2024-12-03,2024-11,202411,Saudi Arabia,KSA,Riyadh,Web,Facebook Ads,Summer Mega,Desktop,Debit Card,3PL Courier B,Fashion,T-Shirts,Classic Tee,CUST-762,1,134.25,0.3,134.25,93.97,80.55,3.1,10.32,10.32,No,0,0.0
ECM-20240926-00391,2024-09-26,2024-09-28,2024-09,202409,United Kingdom,UK,London,Web,Organic Search,New Arrivals,Desktop,Wallet,3PL Courier B,Home & Kitchen,Blender,KitchenPulse 2,CUST-178,1,316.91,0.05,316.91,301.06,221.84,0.83,78.39,78.39,No,0,0.0
ECM-20240816-00392,2024-08-16,2024-08-17,2024-08,202408,Saudi Arabia,KSA,Dammam,Mobile App,Facebook Ads,New Arrivals,Mobile,COD,3PL Courier A,Beauty,Fragrance,Oud Royale,CUST-805,4,146.75,0.0,587.0,454.92,322.85,11.71,252.44,186.4,Yes,1,132.08
ECM-20240508-00393,2024-05-08,2024-05-11,2024-05,202405,Pakistan,East,Hyderabad,Web,Email,New Arrivals,Desktop,Credit Card,3PL Courier B,Electronics,Phones,Galaxy Z Lite,CUST-1143,2,526.73,0.1,1053.46,948.11,863.84,7.0,77.27,77.27,No,0,0.0
ECM-20250602-00394,2025-06-02,2025-06-03,2025-06,202506,Saudi Arabia,KSA,Dammam,Web,Organic Search,Summer Mega,Mobile,COD,3PL Courier B,Fashion,Jeans,Denim Stretch,CUST-1102,2,169.68,0.25,339.36,254.52,203.62,8.81,42.09,42.09,No,0,0.0
ECM-20240916-00395,2024-09-16,2024-09-21,2024-09,202409,Saudi Arabia,KSA,Dammam,Web,Google Ads,Summer Mega,Mobile,COD,Own Warehouse,Electronics,Phones,Pixelon 12,CUST-475,1,140.74,0.05,140.74,133.7,115.41,1.0,17.29,17.29,No,0,0.0
ECM-20250307-00396,2025-03-07,2025-03-13,2025-03,202503,Pakistan,South,Lahore,Web,Facebook Ads,New Arrivals,Mobile,Wallet,Own Warehouse,Books,Non-fiction,World Brief,CUST-1135,3,58.32,0.15,174.96,148.72,113.72,3.43,31.57,31.57,No,0,0.0
ECM-20250205-00397,2025-02-05,2025-02-09,2025-02,202502,United States,USA,Austin,Web,Organic Search,Spring Sale,Mobile,Credit Card,3PL Courier B,Home & Kitchen,Blender,BlendPro 900,CUST-576,3,246.92,0.0,740.76,740.76,518.53,18.01,204.22,204.22,No,0,0.0
ECM-20250609-00398,2025-06-09,2025-06-11,2025-06,202506,United Arab Emirates,UAE,Sharjah,Web,Google Ads,Spring Sale,Desktop,Credit Card,Own Warehouse,Electronics,Headphones,QuietTime 500,CUST-715,1,1100.96,0.0,1100.96,1100.96,902.79,0.76,197.41,197.41,No,0,0.0
ECM-20241201-00399,2024-12-01,2024-12-08,2024-12,202412,Pakistan,East,Islamabad,Web,Facebook Ads,Clearance,Desktop,Credit Card,Own Warehouse,Beauty,Makeup,Glow Highlighter,CUST-1168,4,84.94,0.3,339.76,237.83,186.87,7.49,43.47,43.47,No,0,0.0
ECM-20250727-00400,2025-07-27,2025-08-03,2025-07,202507,United States,USA,New York,Web,Organic Search,Back to School,Mobile,Debit Card,3PL Courier B,Beauty,Skincare,HydraGel,CUST-996,1,71.39,0.1,71.39,64.25,39.26,3.16,21.83,21.83,No,0,0.0
ECM-20240718-00401,2024-07-18,2024-07-22,2024-07,202407,United States,USA,San Francisco,Web,Organic Search,Clearance,Mobile,Credit Card,Own Warehouse,Books,Non-fiction,Habits Daily,CUST-756,1,41.53,0.1,41.53,37.38,26.99,1.85,8.54,8.54,No,0,0.0
ECM-20250105-00402,2025-01-05,2025-01-09,2025-01,202501,United States,USA,Chicago,Mobile App,Organic Search,Ramadan Offer,Desktop,Credit Card,Own Warehouse,Beauty,Fragrance,Aqua Mist,CUST-1051,3,113.67,0.15,341.01,289.86,187.56,3.22,99.08,99.08,No,0,0.0
ECM-20241201-00403,2024-12-01,2024-12-07,2024-12,202412,Saudi Arabia,KSA,Riyadh,Web,Facebook Ads,Ramadan Offer,Mobile,COD,3PL Courier A,Fashion,Jeans,Denim Slim,CUST-234,2,94.75,0.1,189.5,170.55,113.7,4.52,52.33,52.33,No,0,0.0
ECM-20240112-00404,2024-01-12,2024-01-14,2024-01,202401,United States,USA,San Francisco,Mobile App,Facebook Ads,Spring Sale,Mobile,Debit Card,3PL Courier A,Fashion,Jeans,Denim Stretch,CUST-990,4,161.47,0.0,645.88,500.56,387.53,2.56,255.79,183.13,Yes,1,145.32
ECM-20240530-00405,2024-05-30,2024-06-01,2024-05,202405,United Kingdom,UK,London,Marketplace,Facebook Ads,Ramadan Offer,Mobile,Debit Card,3PL Courier A,Beauty,Skincare,Vitamin C Serum,CUST-1174,2,26.34,0.15,52.68,44.78,28.97,1.34,14.47,14.47,No,0,0.0
ECM-20241207-00406,2024-12-07,2024-12-11,2024-12,202412,United States,USA,Chicago,Web,Organic Search,Summer Mega,Mobile,Credit Card,Own Warehouse,Fashion,Sneakers,StreetFlex,CUST-773,2,68.7,0.0,137.4,137.4,82.44,5.87,49.09,49.09,No,0,0.0
ECM-20240403-00407,2024-04-03,2024-04-10,2024-04,202404,Saudi Arabia,KSA,Dammam,Mobile App,Referral,Spring Sale,Desktop,COD,3PL Courier A,Electronics,Headphones,AirBeats Lite,CUST-737,2,375.05,0.0,750.1,750.1,615.08,5.32,129.7,129.7,No,0,0.0
ECM-20240618-00408,2024-06-18,2024-06-19,2024-06,202406,United States,USA,Austin,Mobile App,Direct,Spring Sale,Mobile,COD,3PL Courier A,Beauty,Skincare,SPF 50+ Gel,CUST-1156,3,116.7,0.3,350.1,245.07,192.56,5.05,47.46,47.46,No,0,0.0
ECM-20240310-00409,2024-03-10,2024-03-13,2024-03,202403,Pakistan,South,Lahore,Web,Facebook Ads,Back to School,Mobile,Wallet,Own Warehouse,Electronics,Headphones,AirBeats Lite,CUST-205,3,935.51,0.1,2806.53,2525.88,2301.35,5.6,218.93,218.93,No,0,0.0
ECM-20250314-00410,2025-03-14,2025-03-21,2025-03,202503,Pakistan,South,Lahore,Marketplace,Organic Search,Clearance,Mobile,Credit Card,Own Warehouse,Books,Fiction,Echoes,CUST-709,1,5.26,0.2,5.26,4.21,3.42,1.51,-0.72,-0.72,No,0,0.0
ECM-20240114-00411,2024-01-14,2024-01-15,2024-01,202401,United Kingdom,UK,Manchester,Mobile App,Google Ads,Summer Mega,Mobile,Credit Card,Own Warehouse,Beauty,Fragrance,Oud Royale,CUST-1003,1,87.39,0.0,87.39,87.39,48.06,3.75,35.58,35.58,No,0,0.0
ECM-20240606-00412,2024-06-06,2024-06-09,2024-06,202406,United States,USA,Austin,Web,Organic Search,Summer Mega,Desktop,Credit Card,3PL Courier A,Electronics,Headphones,BassMax Pro,CUST-715,2,811.48,0.0,1622.96,1622.96,1330.83,8.05,284.08,284.08,No,0,0.0
ECM-20240304-00413,2024-03-04,2024-03-11,2024-03,202403,Pakistan,West,Lahore,Web,Organic Search,Summer Mega,Mobile,COD,Own Warehouse,Books,Non-fiction,Money Sense,CUST-508,1,30.78,0.25,30.78,23.09,20.01,2.27,0.81,0.81,No,0,0.0
ECM-20250602-00414,2025-06-02,2025-06-03,2025-06,202506,Saudi Arabia,KSA,Dammam,Marketplace,Facebook Ads,Back to School,Mobile,COD,3PL Courier A,Books,Fiction,Echoes,CUST-647,2,44.31,0.0,88.62,88.62,57.6,3.11,27.91,27.91,No,0,0.0
ECM-20241224-00415,2024-12-24,2024-12-28,2024-12,202412,United States,USA,San Francisco,Web,Organic Search,Clearance,Mobile,COD,3PL Courier A,Electronics,Headphones,BassMax Pro,CUST-739,1,684.66,0.0,684.66,684.66,561.42,14.08,109.16,109.16,No,0,0.0
ECM-20241225-00416,2024-12-25,2024-12-29,2024-12,202412,Pakistan,North,Islamabad,Marketplace,Email,New Arrivals,Mobile,Credit Card,3PL Courier A,Beauty,Skincare,Vitamin C Serum,CUST-892,4,91.79,0.05,367.16,348.8,201.94,9.31,137.55,137.55,No,0,0.0
ECM-20240412-00417,2024-04-12,2024-04-15,2024-04,202404,Saudi Arabia,KSA,Riyadh,Web,Organic Search,Spring Sale,Desktop,Debit Card,3PL Courier B,Fashion,Jeans,Denim Stretch,CUST-332,1,129.56,0.0,129.56,129.56,77.74,4.01,47.81,47.81,No,0,0.0
ECM-20250628-00418,2025-06-28,2025-06-29,2025-06,202506,United Arab Emirates,UAE,Abu Dhabi,Mobile App,Facebook Ads,Spring Sale,Mobile,Debit Card,3PL Courier A,Fashion,Jeans,Denim Stretch,CUST-1271,3,73.39,0.15,220.17,187.14,132.1,0.73,54.31,54.31,No,0,0.0
ECM-20240701-00419,2024-07-01,2024-07-07,2024-07,202407,Pakistan,West,Peshawar,Web,Organic Search,New Arrivals,Desktop,Credit Card,3PL Courier B,Electronics,Phones,Galaxy Z Lite,CUST-814,3,1099.85,0.25,3299.55,2474.66,2705.63,11.7,-242.67,-242.67,No,0,0.0
ECM-20240516-00420,2024-05-16,2024-05-23,2024-05,202405,United Kingdom,UK,London,Mobile App,Facebook Ads,Summer Mega,Desktop,Credit Card,3PL Courier A,Beauty,Fragrance,Citrus Bloom,CUST-404,1,110.04,0.0,110.04,110.04,60.52,4.08,45.44,45.44,No,0,0.0
ECM-20240625-00421,2024-06-25,2024-06-29,2024-06,202406,United States,USA,New York,Web,Organic Search,New Arrivals,Mobile,COD,3PL Courier B,Electronics,Smartwatch,TimeOne S,CUST-417,1,674.58,0.3,674.58,472.21,553.16,8.98,-89.93,-89.93,No,0,0.0
ECM-20250806-00422,2025-08-06,2025-08-07,2025-08,202508,Saudi Arabia,KSA,Jeddah,Web,Organic Search,Back to School,Desktop,Credit Card,3PL Courier B,Electronics,Smartwatch,FitPulse 3,CUST-1073,1,1101.52,0.15,1101.52,936.29,903.25,12.27,20.77,20.77,No,0,0.0
ECM-20240811-00423,2024-08-11,2024-08-17,2024-08,202408,Pakistan,West,Hyderabad,Web,Organic Search,Clearance,Desktop,COD,Own Warehouse,Beauty,Makeup,Matte Lip,CUST-947,2,91.2,0.1,182.4,164.16,100.32,7.93,55.91,55.91,No,0,0.0
ECM-20241007-00424,2024-10-07,2024-10-09,2024-10,202410,United Kingdom,UK,Leeds,Web,Facebook Ads,Ramadan Offer,Mobile,Credit Card,Own Warehouse,Fashion,Sneakers,RunnerOne,CUST-40,1,165.08,0.0,165.08,165.08,99.05,7.12,58.91,58.91,No,0,0.0
ECM-20241215-00425,2024-12-15,2024-12-21,2024-12,202412,United Kingdom,UK,London,Web,Organic Search,Spring Sale,Mobile,Credit Card,3PL Courier A,Electronics,Headphones,QuietTime 500,CUST-553,1,827.74,0.2,827.74,66.22,678.75,15.14,-31.7,-329.69,Yes,1,595.97
ECM-20240123-00426,2024-01-23,2024-01-27,2024-01,202401,United Kingdom,UK,London,Web,Organic Search,Spring Sale,Desktop,Wallet,Own Warehouse,Electronics,Smartwatch,FitPulse 3,CUST-419,3,1212.1,0.3,3636.3,2545.41,2981.77,11.27,-447.63,-447.63,No,0,0.0
ECM-20250323-00427,2025-03-23,2025-03-30,2025-03,202503,United States,USA,New York,Web,Organic Search,Spring Sale,Desktop,COD,3PL Courier B,Books,Non-fiction,Money Sense,CUST-1308,1,55.63,0.0,55.63,55.63,36.16,0.79,18.68,18.68,No,0,0.0
ECM-20240625-00428,2024-06-25,2024-07-01,2024-06,202406,United Arab Emirates,UAE,Sharjah,Mobile App,Facebook Ads,New Arrivals,Mobile,Credit Card,3PL Courier A,Home & Kitchen,Blender,SmoothieGo,CUST-860,1,82.04,0.05,82.04,77.94,57.43,2.27,18.24,18.24,No,0,0.0
ECM-20250131-00429,2025-01-31,2025-02-04,2025-01,202501,United Arab Emirates,UAE,Dubai,Mobile App,Facebook Ads,Spring Sale,Mobile,COD,3PL Courier B,Home & Kitchen,Blender,KitchenPulse 2,CUST-1389,1,210.71,0.0,210.71,210.71,147.5,7.44,55.77,55.77,No,0,0.0
ECM-20240214-00430,2024-02-14,2024-02-17,2024-02,202402,United States,USA,New York,Mobile App,Organic Search,Ramadan Offer,Mobile,COD,Own Warehouse,Books,Non-fiction,Money Sense,CUST-1480,1,12.69,0.1,12.69,11.42,8.25,1.3,1.87,1.87,No,0,0.0
ECM-20250406-00431,2025-04-06,2025-04-07,2025-04,202504,United Arab Emirates,UAE,Abu Dhabi,Web,Organic Search,Ramadan Offer,Mobile,Debit Card,3PL Courier B,Electronics,Smartwatch,TimeOne S,CUST-302,2,1300.13,0.05,2600.26,2470.25,2132.21,6.1,331.94,331.94,No,0,0.0
ECM-20250416-00432,2025-04-16,2025-04-17,2025-04,202504,United Kingdom,UK,Manchester,Web,Google Ads,Clearance,Mobile,Credit Card,Own Warehouse,Electronics,Phones,Nova X,CUST-516,1,388.02,0.0,388.02,388.02,318.18,5.77,64.07,64.07,No,0,0.0
ECM-20250114-00433,2025-01-14,2025-01-15,2025-01,202501,United States,USA,Chicago,Web,Facebook Ads,Ramadan Offer,Desktop,Wallet,Own Warehouse,Beauty,Fragrance,Aqua Mist,CUST-313,2,41.34,0.0,82.68,82.68,45.47,2.99,34.22,34.22,No,0,0.0
ECM-20250503-00434,2025-05-03,2025-05-08,2025-05,202505,Pakistan,East,Karachi,Web,Direct,Summer Mega,Desktop,Debit Card,3PL Courier B,Home & Kitchen,Cookware,ChefPan 28cm,CUST-1103,2,20.57,0.05,41.14,39.08,28.8,0.63,9.65,9.65,No,0,0.0
ECM-20240708-00435,2024-07-08,2024-07-12,2024-07,202407,United Kingdom,UK,London,Marketplace,Email,Clearance,Desktop,Credit Card,Own Warehouse,Books,Non-fiction,Habits Daily,CUST-264,3,56.55,0.0,169.65,169.65,110.27,3.96,55.42,55.42,No,0,0.0
ECM-20240606-00436,2024-06-06,2024-06-11,2024-06,202406,United Arab Emirates,UAE,Abu Dhabi,Mobile App,Direct,Clearance,Desktop,Credit Card,3PL Courier B,Books,Non-fiction,Habits Daily,CUST-971,1,13.24,0.1,13.24,11.92,8.61,0.11,3.2,3.2,No,0,0.0
ECM-20241202-00437,2024-12-02,2024-12-09,2024-12,202412,Saudi Arabia,KSA,Jeddah,Web,Google Ads,Ramadan Offer,Mobile,COD,3PL Courier A,Fashion,T-Shirts,Athletic Fit Tee,CUST-912,1,169.21,0.05,169.21,160.75,101.53,3.37,55.85,55.85,No,0,0.0
ECM-20241010-00438,2024-10-10,2024-10-15,2024-10,202410,Saudi Arabia,KSA,Jeddah,Mobile App,Referral,Summer Mega,Mobile,Credit Card,3PL Courier B,Beauty,Fragrance,Oud Royale,CUST-1371,1,139.49,0.25,139.49,104.62,76.72,0.11,27.79,27.79,No,0,0.0
ECM-20240719-00439,2024-07-19,2024-07-20,2024-07,202407,United States,USA,Austin,Web,Direct,New Arrivals,Mobile,Credit Card,3PL Courier A,Home & Kitchen,Cookware,Nonstick Duo,CUST-809,2,66.99,0.05,133.98,127.28,93.79,1.74,31.75,31.75,No,0,0.0
ECM-20240613-00440,2024-06-13,2024-06-17,2024-06,202406,United Arab Emirates,UAE,Dubai,Web,Facebook Ads,Back to School,Desktop,COD,Own Warehouse,Home & Kitchen,Blender,BlendPro 900,CUST-666,1,180.32,0.0,180.32,18.03,126.22,4.81,49.29,-31.85,Yes,1,162.29
ECM-20250503-00441,2025-05-03,2025-05-07,2025-05,202505,United States,USA,San Francisco,Web,Email,Back to School,Mobile,Credit Card,Own Warehouse,Books,Non-fiction,Habits Daily,CUST-673,3,59.68,0.2,179.04,143.23,116.38,2.74,24.11,24.11,No,0,0.0
ECM-20240401-00442,2024-04-01,2024-04-04,2024-04,202404,United Kingdom,UK,Leeds,Marketplace,Organic Search,Summer Mega,Desktop,Credit Card,Own Warehouse,Home & Kitchen,Blender,BlendPro 900,CUST-242,2,398.35,0.1,796.7,717.03,557.69,6.85,152.49,152.49,No,0,0.0
ECM-20250509-00443,2025-05-09,2025-05-14,2025-05,202505,United States,USA,Chicago,Web,Google Ads,Back to School,Desktop,Credit Card,3PL Courier B,Fashion,T-Shirts,Classic Tee,CUST-927,4,167.9,0.0,671.6,671.6,402.96,4.76,263.88,263.88,No,0,0.0
ECM-20240509-00444,2024-05-09,2024-05-16,2024-05,202405,United Kingdom,UK,Leeds,Mobile App,Organic Search,Ramadan Offer,Desktop,Wallet,3PL Courier A,Beauty,Makeup,Silk Foundation,CUST-402,2,168.41,0.15,336.82,286.3,185.25,10.36,90.69,90.69,No,0,0.0
ECM-20250416-00445,2025-04-16,2025-04-19,2025-04,202504,United Kingdom,UK,Birmingham,Web,Direct,New Arrivals,Mobile,Wallet,3PL Courier A,Electronics,Headphones,AirBeats Lite,CUST-1089,2,627.48,0.0,1254.96,1254.96,1029.07,2.96,222.93,222.93,No,0,0.0
ECM-20250227-00446,2025-02-27,2025-03-01,2025-02,202502,Saudi Arabia,KSA,Dammam,Mobile App,Organic Search,Ramadan Offer,Mobile,Debit Card,3PL Courier B,Home & Kitchen,Vacuum,CleanJet V8,CUST-156,2,303.02,0.1,606.04,545.44,424.23,16.62,104.59,104.59,No,0,0.0
ECM-20250430-00447,2025-04-30,2025-05-01,2025-04,202504,Pakistan,West,Faisalabad,Web,Organic Search,Back to School,Desktop,COD,3PL Courier A,Home & Kitchen,Cookware,ChefPan 28cm,CUST-1490,1,202.95,0.2,202.95,162.36,142.06,3.62,16.68,16.68,No,0,0.0
ECM-20250501-00448,2025-05-01,2025-05-06,2025-05,202505,United Arab Emirates,UAE,Sharjah,Web,Facebook Ads,Ramadan Offer,Desktop,COD,3PL Courier B,Beauty,Makeup,Silk Foundation,CUST-1245,2,83.01,0.0,166.02,166.02,91.31,7.78,66.93,66.93,No,0,0.0
ECM-20240418-00449,2024-04-18,2024-04-23,2024-04,202404,Pakistan,North,Islamabad,Mobile App,Facebook Ads,Clearance,Mobile,COD,3PL Courier B,Electronics,Headphones,BassMax Pro,CUST-318,1,1294.6,0.2,1294.6,1035.68,1061.57,0.04,-25.93,-25.93,No,0,0.0
ECM-20240115-00450,2024-01-15,2024-01-20,2024-01,202401,Saudi Arabia,KSA,Riyadh,Web,Google Ads,Summer Mega,Mobile,Credit Card,3PL Courier B,Home & Kitchen,Blender,KitchenPulse 2,CUST-1482,2,233.82,0.3,467.64,327.35,327.35,4.13,-4.13,-4.13,No,0,0.0
ECM-20240727-00451,2024-07-27,2024-07-28,2024-07,202407,United States,USA,New York,Web,Organic Search,Ramadan Offer,Mobile,COD,Own Warehouse,Fashion,T-Shirts,Athletic Fit Tee,CUST-233,3,29.55,0.1,88.65,79.79,53.19,0.64,25.96,25.96,No,0,0.0
ECM-20250505-00452,2025-05-05,2025-05-12,2025-05,202505,Pakistan,East,Faisalabad,Marketplace,Direct,Back to School,Mobile,Debit Card,3PL Courier B,Home & Kitchen,Vacuum,CleanJet V8,CUST-66,3,388.46,0.1,1165.38,1048.84,815.77,7.65,225.42,225.42,No,0,0.0
ECM-20240516-00453,2024-05-16,2024-05-20,2024-05,202405,United Kingdom,UK,London,Web,Referral,Back to School,Mobile,Credit Card,3PL Courier A,Home & Kitchen,Cookware,ChefPan 28cm,CUST-971,3,289.32,0.1,867.96,781.16,607.57,6.23,167.36,167.36,No,0,0.0
ECM-20240824-00454,2024-08-24,2024-08-26,2024-08,202408,United Arab Emirates,UAE,Abu Dhabi,Mobile App,Organic Search,Clearance,Desktop,Credit Card,3PL Courier A,Books,Comics,ShadowHero,CUST-348,3,56.23,0.0,168.69,168.69,109.65,2.88,56.16,56.16,No,0,0.0
